quote,author,tags,likes
"It is commonplace, nowadays, to hark back to a time when Christmas was simpler, more authentic, and less commercial than it has become. Even professional historians have tended to write about the pre-twentieth-century in that way. Generally when people muse along these lines it is to associate the noncommercial holiday with the years of their own childhood, or perhaps the childhood of their parents or (at most) their grandparents. As it happens, such musings have been commonplace for a long time--for more than a century and a half. Consider the theme of a short story dating back to the middle of the nineteenth century, a story that commented on the profusion of presents bought and sold during the holiday season--and the trouble many comfortably-off Americans had in finding something meaningful to give their loved ones at Christmas. The author of the story was soon to become America's best-known writer--Harriet Beecher Stowe....When she was a child of 10, explained Stowe...'the very idea of a present was so new' that a child would be 'perfectly delighted' with the gift of even a single piece of candy. In those days, 'presents did not fly about as they do now.' But nowadays, things seem different: 'There are worlds of money wasted, at this time of year, in getting things that nobody wants, and nobody cares for after they are got.' Just as many people do today, Harriet Beecher Stowe seems to have believed that this change took place within her own generation (she was born in 1811).",Stephen Nissenbaum,christmas history,0
"Why did parents need to pretend that Santa Claus was real, and to deny that the presents really came from family members themselves? The answer is that Santa Claus had an extraordinary ability (in spite of his early commercialization) to disguise the fact that most of the presents he brought were commodity productions. Like other Americans, writers, editors, and advertisers in the second quarter of the nineteenth century liked to pretend, or even believe (as most Americans nowadays continue to do), that Santa Claus represented an old-fashioned Christmas, a ritual so old that it was, in essence, beyond history, and thus outside the commercial marketplace",Stephen Nissenbaum,christmas history,0
"Santa mediated magically between parent and child--between the buyer and the recipient of the gifts. His presence was what took the gift out of the realm of commerce--in the eyes of parents, perhaps, as well as children. To phrase this in a more contemporary fashion, we might say that Santa 'mystified' consumption. He also mystified production and distribution.",Stephen Nissenbaum,christmas history,0
"Still, it does seem queer to worship a funny-plant like mistletoe, just because it grew on the sacred oak,' said Peter. 'I wouldn't have, if I'd lived in those days!' 'Oh yes you would!' said Daddy. 'You believe what you are taught, no matter in what century you live. There are very few people who are strong enough to think out everything for themselves, so nearly all of us believe what we are told to believe, worship what we see other people worshipping, and follow the customs we have known from childhood.",Enid Blyton,christmas england legends traditions,0
"We enter that strange period between Christmas and New Year, when time seems to muddle, and we find ourselves asking again and again, What day is it? What date? I always mean to work on these days, or at least to write, but this year, like every other, I find myself unable to gather up the necessary intent. I used to think that these were wasted days, but I now realise that’s the point. I am doing nothing very much, not even actively being on holiday. I clear out my cupboards, ready for another year’s onslaught of cooking and eating. I take Bert out to play with friends. I go for cold walks that make my ears ache. I am not being lazy. I’m not slacking. I’m just letting my attention shift for a while, away from the direct ambitions of the rest of my year. It’s like revving my engines.",Katherine May,christmas new-year wintering,10
"One thing I learned over the years is that you have to love wholeheartedly when your loved ones are with you. I loved my parents. I still miss them every day of my life, and they’ve been gone for centuries. One thing they taught me is when you love, you love hard. You carry that with you always, even when the ones you love are no longer in this world. I don’t think I truly appreciated that until Dylan came into my world, and then you, but that’s two different types of love.",Candi Kay,christmas elves gay-romance reindeer santa shifters,2
Christmastime was always my favorite time of year. It did something to me. It made me softer. More kindhearted. Not an affliction I fall prey to lately. But back then I loved the days leading up to Christmas almost as much as I loved the day itself.,Serena Valentino,christmas december holiday holiday-cheer kindness,2
"Girls need love, not braids.",Jenny Holiday,christmas hallmark holiday hot-chocolate romance snow,1
Festivals are occasions to empower ourselves in the course of humanity - they are the occasions to rekindle the promise of humanity in our heart - the promise that we keep forgetting in the cacophony of manmade labels.,Abhijit Naskar,acceptance assimilation christmas festival festivals global-harmony harmony holiday-season humanism inclusion,1
"Sonnet of FestivalsChristmas isn't about the decorations,It's about compassion.Hanukkah isn't about the sufganiyot,It's about amalgamation.Ramadan isn't about the feast,It's about affection.Diwali isn't about the lights,It's about ascension.Our world is filled with festivals,But what do they really mean?Celebrating them with cultural exclusivity,Makes us not human but savage fiend.Every festival belongs to all of humanity,For happiness has no religious identity.",Abhijit Naskar,christmas diversity diwali hanukkah holiday-season inclusion poetry ramadan religious-harmony sonnet,1
"There could be no half-measures,Nothing half-done,Oh, stopping Christmas would be so much fun!",Stewart Stafford,christmas dr-seuss how-the-grinch-stole-christmas jim-carrey killjoys scrooge spoilsport the-grinch whovian,1
"I ask why. then remember why most people do most things, and thus find myself introduced - at the tender age of twenty-four - to the sexual kink of mummification.",Adam Kay,christmas humor medical-profession mummification trivia,1
